,index,brand,colors,name,prices.isSale,MedianPrice
795,16176,Vince Camuto,Brown,Vince Camuto Gravell Women  Round Toe Leather Brown Bootie,TRUE,82.99
796,16177,Vince Camuto,Brown,Vince Camuto Gravell Women  Round Toe Leather Brown Bootie,TRUE,49.99
797,16242,Nike,Red,Nike Wmns Pre Montreal Rcr Vntg Women Us 6 Burgundy Sneakers Seconds 12557,FALSE,33.99
798,16248,Marc Fisher,Red,Marc Fisher Frenchie   Round Toe Suede  Ankle Boot,TRUE,70.99
800,16272,Unique Bargains,Black,Unique Bargains Tasharina Women's Plastic Reelable Shoes Boots Shape Keeper Holder Support Stretcher 2 Pcs Black,FALSE,22.99
801,16273,Unique Bargains,Black,Unique Bargains Tasharina Women's Plastic Reelable Shoes Boots Shape Keeper Holder Support Stretcher 2 Pcs Black,TRUE,11.42
804,16368,TOMS,Beige,Toms Playa Sandal   Open Toe Canvas  Thong Sandal,TRUE,31.99
805,16369,TOMS,Beige,Toms Playa Sandal   Open Toe Canvas  Thong Sandal,FALSE,59.0
806,16370,TOMS,Beige,Toms Playa Sandal   Open Toe Canvas  Thong Sandal,TRUE,25.99
809,16556,TOMS,Red,Toms Women's Classic Casual Shoe,TRUE,47.67
810,16557,TOMS,Red,Toms Women's Classic Casual Shoe,FALSE,79.0
811,16558,TOMS,Red,Toms Women's Classic Casual Shoe,FALSE,69.77
812,16559,TOMS,Red,Toms Women's Classic Casual Shoe,FALSE,71.26
813,16690,Alfani,White,Alfani Tison Women Us 7 White Slides Sandal Pre Owned 1904,FALSE,7.99
814,16759,Marc Fisher,Black,Marc Fisher Elia 2 Women  Open Toe Canvas  Wedge Heel,FALSE,69.0
815,16760,Marc Fisher,Black,Marc Fisher Elia 2 Women  Open Toe Canvas  Wedge Heel,TRUE,6.99
816,16801,Nine West,Brown,Nine West Women's Size 12 Brown Riding Boots,FALSE,31.99
817,16810,Unique Bargains,Red,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Red (size 8.5),TRUE,29.46
818,16811,Unique Bargains,Red,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Red (size 8.5),FALSE,58.99
819,16895,Reebok,White,Reebok Classic Leather Casual Sneaker Shoe - White - Womens,FALSE,49.0
820,16897,TOMS,Red,Toms Avalon Sneaker   Round Toe Canvas  Loafer,FALSE,54.0
821,16898,TOMS,Red,Toms Avalon Sneaker   Round Toe Canvas  Loafer,TRUE,27.99
822,16899,TOMS,Red,Toms Avalon Sneaker   Round Toe Canvas  Loafer,TRUE,28.99
823,16901,Nine West,White,Nine West Gerbera Women  Open-toe Leather Ivory Heels,FALSE,79.0
824,16902,Nine West,White,Nine West Gerbera Women  Open-toe Leather Ivory Heels,TRUE,16.99
826,17183,MUK LUKS,Blue,Muk Luks Women's Grace Slipper,FALSE,40.0
827,17184,MUK LUKS,Blue,Muk Luks Women's Grace Slipper,TRUE,22.99
828,17185,MUK LUKS,Blue,Muk Luks Women's Grace Slipper,TRUE,27.92
829,17186,MUK LUKS,Blue,Muk Luks Women's Grace Slipper,FALSE,45.0
830,17273,Unique Bargains,Beige,Unique Bargains Women's Rounded Toe Platform Mid Heel Slip On Wedge Pumps Beige (size 6.5),FALSE,30.12
831,17339,Easy Spirit,Black,Womens Easy Spirit Kalijo Espadrille Gem Wedge Heels - Black/black,TRUE,39.0
832,17340,Easy Spirit,Black,Womens Easy Spirit Kalijo Espadrille Gem Wedge Heels - Black/black,FALSE,39.0
833,17341,Easy Spirit,Black,Womens Easy Spirit Kalijo Espadrille Gem Wedge Heels - Black/black,FALSE,79.0
834,17423,Unique Bargains,Blue,Woman Faux Suede V-cut Vamp Pointed Slip On Ballet Flat (size 7.5),FALSE,46.99
835,17424,Unique Bargains,Blue,Woman Faux Suede V-cut Vamp Pointed Slip On Ballet Flat (size 7.5),TRUE,23.49
836,17459,MUK LUKS,Brown,Muk Luks Malena Women's Crotchet Knit Sweater Winter Boots Size 10,FALSE,34.99
837,17460,MUK LUKS,Brown,Muk Luks Malena Women's Crotchet Knit Sweater Winter Boots Size 10,TRUE,34.99
838,17461,MUK LUKS,Brown,Muk Luks Malena Women's Crotchet Knit Sweater Winter Boots Size 10,FALSE,29.99
839,17462,MUK LUKS,Brown,Muk Luks Malena Women's Crotchet Knit Sweater Winter Boots Size 10,FALSE,65.0
840,17495,MUK LUKS,Beige,Muk Luks Women's Nikki Boot,FALSE,48.3
841,17504,Nine West,Black,Nine West Highland Women Us 8 Black Sandals Pre Owned 1904,FALSE,32.99
842,17513,MUK LUKS,Brown,Muk Luks Women's Love Safari 3 Pair Knee High Socks,TRUE,21.0
843,17514,MUK LUKS,Brown,Muk Luks Women's Love Safari 3 Pair Knee High Socks,FALSE,22.0
844,17515,MUK LUKS,Brown,Muk Luks Women's Love Safari 3 Pair Knee High Socks,TRUE,19.64
845,17552,Nike,Blue,Nike Flex Experience Rn 3   Round Toe Synthetic  Running Shoe,TRUE,51.99
846,17553,Nike,Blue,Nike Flex Experience Rn 3   Round Toe Synthetic  Running Shoe,FALSE,65.0
847,17622,Vince Camuto,Black,Vince Camuto Women's Jaso Mules,FALSE,56.49
848,17670,Ralph Lauren,Black,Ralph Lauren Size 16 Womens New Black Casual Pants Drawstring Pull On $125 #d1,FALSE,11.48
849,17707,Unique Bargains,Red,Women Rhinestones Embellished Elastic Strap Flat Sandals (size 7.5),FALSE,23.26
850,17751,Unique Bargains,Brown,Unique Bargains Women's Peep Toe Slip On Stacked Heel Slingback Mules Brown (size 8),TRUE,34.79
851,17752,Unique Bargains,Brown,Unique Bargains Women's Peep Toe Slip On Stacked Heel Slingback Mules Brown (size 8),FALSE,69.99
852,17754,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 8.5),FALSE,59.99
853,17755,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 8.5),FALSE,60.99
854,17756,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 8.5),TRUE,30.48
855,17757,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 8.5),TRUE,29.75
856,17771,MUK LUKS,Brown,Muk Luks �� Women's Short Lug Boot- Brown - Large (9-10),FALSE,47.11
857,17772,MUK LUKS,Brown,Muk Luks �� Women's Short Lug Boot- Brown - Large (9-10),TRUE,32.0
858,17773,MUK LUKS,Brown,Muk Luks �� Women's Short Lug Boot- Brown - Large (9-10),FALSE,40.0
859,17774,MUK LUKS,Brown,Muk Luks �� Women's Short Lug Boot- Brown - Large (9-10),FALSE,32.0
860,17775,MUK LUKS,Brown,Muk Luks �� Women's Short Lug Boot- Brown - Large (9-10),TRUE,39.26
861,17802,Alfani,Black,Alfani Alorra   Round Toe Synthetic  Loafer,TRUE,30.99
862,17803,Alfani,Black,Alfani Alorra   Round Toe Synthetic  Loafer,FALSE,75.0
863,17804,TOMS,Black,Toms Tierra Sandal Women Open-toe Canvas Black Slingback Sandal,TRUE,39.99
864,17805,TOMS,Black,Toms Tierra Sandal Women Open-toe Canvas Black Slingback Sandal,TRUE,42.99
865,17806,TOMS,Black,Toms Tierra Sandal Women Open-toe Canvas Black Slingback Sandal,TRUE,28.99
866,17807,TOMS,Black,Toms Tierra Sandal Women Open-toe Canvas Black Slingback Sandal,FALSE,79.0
868,17821,Nine West,Black,Nine West Hott Stuff Women  Open-toe Leather  Heels,TRUE,52.99
869,17833,Nine West,Black,Nine West Women's Amability Sandal,FALSE,55.6
870,17847,VANS,Red,Vans Sk8-hi Reissue   Round Toe Canvas  Sneakers,FALSE,85.0
871,17848,VANS,Red,Vans Sk8-hi Reissue   Round Toe Canvas  Sneakers,TRUE,22.99
872,17975,Marc Fisher,Brown,Marc Fisher Maribell   Open-toe Synthetic  Slingback Sandal,TRUE,12.99
873,17976,Marc Fisher,Brown,Marc Fisher Maribell   Open-toe Synthetic  Slingback Sandal,FALSE,59.0
874,17981,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 7.5),TRUE,31.49
875,17982,Unique Bargains,Black,Unique Bargains Women's Rounded Toe Mid Heel Length Ankle Strap Pumps Black (size 7.5),FALSE,62.99
876,18080,Nike,Blue,"New Nike Women Hypervenom Phelon Ii Fg Soccer Cleats Sz 6.5, 7.5, 8.5 Blue Volt",FALSE,23.99
877,18081,Nike,Blue,"New Nike Women Hypervenom Phelon Ii Fg Soccer Cleats Sz 6.5, 7.5, 8.5 Blue Volt",FALSE,28.9
878,18082,Nike,Blue,"New Nike Women Hypervenom Phelon Ii Fg Soccer Cleats Sz 6.5, 7.5, 8.5 Blue Volt",FALSE,74.995
879,18083,Nike,Blue,"New Nike Women Hypervenom Phelon Ii Fg Soccer Cleats Sz 6.5, 7.5, 8.5 Blue Volt",FALSE,74.245
881,18114,Nine West,Black,Nine West Luciana Women  Round Toe Leather  Knee High Boot,TRUE,76.98
884,18221,Bongo,Black,Bongo Junior's Wide Leg Pants,FALSE,48.0
885,18222,Bongo,Black,Bongo Junior's Wide Leg Pants,TRUE,9.99
886,18223,Bongo,Black,Bongo Junior's Wide Leg Pants,TRUE,5.99
887,18224,Marc Fisher,Beige,Marc Fisher Rosa Women  Round Toe Synthetic Nude Flats,FALSE,69.0
888,18225,Marc Fisher,Beige,Marc Fisher Rosa Women  Round Toe Synthetic Nude Flats,TRUE,3.99
889,18226,Marc Fisher,Beige,Marc Fisher Rosa Women  Round Toe Synthetic Nude Flats,TRUE,46.98
890,18327,Easy Spirit,Beige,Easy Spirit Motion  2a Round Toe Leather  Oxford,TRUE,24.99
891,18328,Easy Spirit,Beige,Easy Spirit Motion  2a Round Toe Leather  Oxford,FALSE,79.0
892,18444,Easy Spirit,Black,Easy Spirit Antaria   Round Toe Synthetic  Ankle Boot,FALSE,89.0
893,18445,Easy Spirit,Black,Easy Spirit Antaria   Round Toe Synthetic  Ankle Boot,TRUE,52.99
894,18446,Easy Spirit,Black,Easy Spirit Antaria   Round Toe Synthetic  Ankle Boot,TRUE,61.98
895,18466,Marc Fisher,Beige,Marc Fisher Camber Women  Open Toe Suede  Wedge Sandal,FALSE,69.0
896,18467,Marc Fisher,Beige,Marc Fisher Camber Women  Open Toe Suede  Wedge Sandal,TRUE,22.99
897,18469,Nine West,Black,Nine West Aurielie Women  Open Toe Canvas Black Sandals,TRUE,24.99
898,18470,Nine West,Black,Nine West Aurielie Women  Open Toe Canvas Black Sandals,FALSE,79.0
899,18746,MUK LUKS,Black,Muk Luks Women's Macy Boots,FALSE,85.0
900,18747,MUK LUKS,Black,Muk Luks Women's Macy Boots,FALSE,83.45
901,18786,MUK LUKS,Brown,Women's Autumn Sunset Roll-cuff Brown Suede Boots,FALSE,94.94
902,18849,VANS,Brown,Vans Authentic +   Round Toe Canvas  Sneakers,FALSE,45.0
903,18850,VANS,Brown,Vans Authentic +   Round Toe Canvas  Sneakers,TRUE,35.99
904,18982,Bongo,Black,Bongo Women's Moto Black Knee-height Boot,TRUE,34.99
905,18983,Bongo,Black,Bongo Women's Moto Black Knee-height Boot,FALSE,79.99
